GroupID,Count,Records
1339,1,"bellamy mitchell (bolaro, coonalpyn, 6210)"
1340,1,"abbie silson (mcdonnell close, kirra, 7250)"
1341,3,"hannah auch-schwelk (beauchamp street, camira, 6021) | nan auch-schwelk (beaucham p tstreet, camira, 6021) | hannah auch-schwelk (beauchamp street, camira, 6022)"
1342,1,"chelsea hefford (tenison-woods circuit, shelley, 4121)"
1343,1,"madison shortman (french street, elizabeth grove, 3173)"
1344,2,"samuel jolly (lorimer place, collie, 3222) | samuel jolly (lorimer place, collie, 3222)"
1345,3,"alex widdowson (brewster place, oakleigh, 3042) | alex widdowson (brewster place, oakleigh, 3042) | alex widdowson (brewster place, oaklegih, 3042)"
1346,1,"daniel tow (william webb drive, blakeview, 5089)"
1347,1,"callum doody (texas station, matraville, 7021)"
1348,1,"ayden whitez (oceanpark towers, garran, 2506)"
1349,2,"davdi mccracken (daley crescent, mayfield, 3629) | david mccracken (daley crescent, mayfield, 3629)"
1350,2,"jinni ongley (derrington crescent, coombabah, 6007) | jinni ongley (derrington cerscent, coombabah, 6070)"
1351,2,"seng will (jim pikna venue, yengarie, 5540) | will seng (jim pikea venue, yengarie, 5540)"
1352,2,"oliviq hobson (summit cottage, kaleen, 4870) | olivia hobson (summit clttage, kaleen, 4870)"
1353,1,"anton dorree (riordan street, woongoolba, 5008)"
1354,2,"kimberley campbell (delprat circuit, allambie heights, 2485) | kimberley campbell (delprat c ircuit, allambie heights, 2458)"
1355,1,"connor ryan (pinkstone place, granville, 3216)"
1356,1,"gloster mia (farrer poace, frankston, 3718)"
1357,1,"nicholas herbert (launceston street, terrigal, 822)"
1358,4,"alexandra howe (clancy street, goodwood, 3033) | alexandra howie (clancy s treet, goodwood, 3033) | alexandra howie (clancy street, goodwood, 3033) | alexancra howie (clancy street, goodwood, 3033)"
1359,1,"tiarna reid (dines place, booval, 2250)"
1360,1,"deakin boyle (bremer street, lake cathie, 4114)"
1361,1,"wvite isabella (montgomer place, para hills, 3149)"
1362,1,"noah weavell (barton hihhway, new town, 3934)"
1363,1,"claire barberien (melrose drive, shenton park, 4740)"
1364,1,"seth george (nicholas street, yarraville, 2073)"
1365,1,"isabella coon (brindabella stn, byford, 3165)"
1366,1,"giuliana hann (rowethorpe, burwood east, 3088)"
1367,2,"shak ang (buckley circuit, toowoomba, 6027) | shai ang (buckley circuit, toowoomba, 6027)"
1368,1,"thomas keatch (charlton crescent, malvern east, 4737)"
1369,1,"annabelle coudraye (pring place, urangan, 6168)"
1370,2,"adam guymer (lawlor place, terowie, 4405) | adam guymer (lawlor place, teriwie, 4405)"
1371,1,"michaela deees (leason close, charlestown, 2537)"
1372,1,"holly green (national circuit, mclaren vale, 2074)"
1373,1,"isabelle hannagan (mundawari vcircuit, kaleen, 2632)"
1374,1,"gabriel mccracken (nan, blighp ark, 4814)"
1375,1,"isaac clark (armytagecircuit, coffs harbour, 3636)"
1376,1,"tegan crossman (hazelwoodpgarden, highton, 3996)"
1377,1,"kayden gao (kater place, clifton, 4160)"
1378,1,"erin kerslake (daintree crescent, isle of cgpri, 2062)"
1379,2,"nicholas snell (quick street, beaumaris, 2148) | nicholas snell (quick st reet, beaumaris, 2184)"
1380,2,"nicholas plesa (yerrac o urt, springfield, 3128) | nicholas plesa (yerra court, springfield, 3128)"
1381,3,"quilliam chelsea (nan, rosewhite, 2217) | chelsea quilliam (nan, rosewhite, 2756) | chelsea quilliam (nan, rosewhite, 2756)"
1382,1,"thomas mason (willoughbt crescent, avalon, 6117)"
1383,1,"james white (launceston street, goonellabah, 2586)"
1384,1,"sybella veit (giliruk crescent, oakleigh, 2176)"
1385,1,"tommy nan (albermarle place, scarness, 6318)"
1386,1,"jaime musolino (elliott street, bedfodrale, 2081)"
1387,4,"tjlia oliveri (ankaa place, mosman, 3311) | talia olivefi (ankaa place, mosman, 3311) | talia oliveri (ankaa place, mosman, 3311) | talia oliveri (ankaa place, mosman, 3311)"
1388,1,"gabrielle phillpott (barr-smith avenue, blackall, 2016)"
1389,3,"erin papageorgiou (elimatta street, woollahra, 4051) | aaliyth papageorgiou (elimatta street, woollahra, 4051) | laura papagergiou (elimatta street, woollahra, 4051)"
1390,1,"logan campbell (degraves rescent, bendayong, 3249)"
1391,1,"caitlin hage (chave street, altona north, 3192)"
1392,3,"arabella stubbs (ringrose cgrescent, st huberts island, 5007) | arabella stubbs (ringrose crescent, st huberts island, 5007) | arabella stubbs (ringrose crescent, st huberts island, 5007)"
1393,1,"charlotte mcfadden (northbourne avenue, wilson, 4807)"
1394,1,"emma selth (tyrrell circuit, woodend, 3690)"
1395,1,"thomas weidenhofer (war veterans hme, clayfield, 4068)"
1396,1,"caitlin matthews (nan, east maitland, 4552)"
1397,1,"blake green (goldstein crescent, clare, 2090)"
1398,3,"ethan bartel (meyrick place, tarragindi, 3691) | etahn bartnel (meyrick place, tarragindi, 3691) | ethan bartel (meyrick place, tarragindi, 3691)"
1399,1,"max campbell (wanadn a, vermont, 4128)"
1400,1,"emiily durairaj (mundang crescent, surrey hills, 2259)"
1401,1,"hayely nan (anne clark avenue, moorooka, 4261)"
1402,5,"reece garnett (maclagan street, carlingford, 870) | reece garnett (maclagan street, carlingfzord, 870) | reece garnett (maclagan street, carlingford, 807) | reece garn egt (maclagan street, carlingford, 879) | reece garnett (maclagan street, carlingford, 870)"
1403,1,"dale otetns (bellchambe rs crescent, winghem, 5299)"
1404,2,"hannah clarke (bathurst place, harbord, 3137) | hannah clarke (bathurst place, harbord, 3137)"
1405,1,"braid en caruana (frencham place, tumbarumba, 2116)"
1406,3,"matilda ottens (bellchambers crescent, wingham, 5290) | dale ottens (bellchambers crescent, wingham, 5290) | dalke ottens (bellchamberscrescent, wingham, 5290)"
1407,5,"dominic dixon (candlebari close, orante, 4178) | dominmic dixon (candlebark close, orangr, 4178) | dominic dixon (candlebark close, orange, 4178) | dixon dominic (candlebark close, orange, 4178) | dominic dixon (candlebark close, orange, 4187)"
1408,4,"oliver goodeve (brigalows treet, riverstone, 4018) | oliver goodeve (brigalow street, riverstone, 4018) | olivet goodeve (brigalow street, riversgone, 4018) | oliver goodeve (brigalow street, riverstone, 4018)"
1409,1,"indyana kannikorn (nemarang crescent, labrador, 6728)"
1410,1,"aleisha mcelwee (osburn drive, windsor, 5237)"
1411,1,"talia stubbs (roselal street, camperdown, 3725)"
1412,1,"seamus grainger (denovan circuit, angaston, 3043)"
1413,2,"nicholas braithwaite (keverstone circuit, port macquarie, 7008) | nicholas roxburgh (keverstone circuit, port macquarie, 7008)"
1414,4,"gianni dooleby (ashburton circuit, ryde, 6025) | gianni dooley (ashburton circuit, ryde, 6025) | gianni dooley (ashburton circuit, ryed, 6025) | gianni dooley (ashburton circuit, ryde, 6025)"
1415,1,"isabella hyland (coverdale street, cremorne, 4005)"
1416,3,"michzela george (florey drive, greensborough, 6160) | michaela george (florey drive, greensborough, 6160) | michaela george (florey drive, greensborough, 6160)"
1417,1,"matilda mestrov (housecicuit, taringa, 3820)"
1418,3,"brody matthews (windradyne street, mount pleasant, 2396) | chellea matthews (windradyne street, mount pleasant, 2396) | chelsea matthews (windradyne street, mount pleasant, 2396)"
1419,1,"joshua mayman (pike place, nan, 2830)"
1420,1,"timothy coulsin (kirwan circuit, monto, 6076)"
1421,2,"emma munyarryun (warner p lace, dromana, 5052) | emma munyarryun (warner place, dromana, 5052)"
1422,2,"charlotte wasley (eyre street, cronulla, 2564) | charlotte wasley (eyre street, cronulla, 2546)"
1423,1,"nacoya white (blakeu olace, young, 3282)"
1424,1,"joshua jolly (newton street, kialla, 3550)"
1425,3,"charlie primavera (dawes street, dover heights, 2533) | charlie primavera (dawes street, dover geights, 2533) | charie prumavera (dawes street, dover heights, 2533)"
1426,2,"declgn nan (drosera place, yarra junction, 808) | declen nan (drosera place, yarra junction, 800)"
1427,1,"tahlia crosswell (newland street, blackbutt, 2304)"
1428,1,"jed mcfadden (frencham place, port lincoln, 820)"
1429,1,"sebastian mahoay (nan, sunshine, 4073)"
1430,3,"jaggah waller (murray crescent, ferryden park, 2015) | jaggah waller (murray crescent, ferryden park, 2015) | waller jaggah (murray cfdescent, ferryden park, 2015)"
1431,1,"jordan turco (rich street, pacific paradise, 2871)"
1432,1,"taylor matthews (barnett close, macgregor, 5501)"
1433,2,"benjamin royle (board p lace, arana hills, 2076) | benjamin royle (board place, arana hills, 2076)"
1434,1,"harry kremneff (nan, parkdlae, 2747)"
1435,1,"shakirah evans-zijlstra (nan, robina, 2340)"
1436,2,"jacob reid (daley crescent, frankston, 4507) | jacob reid (daley crescent, frankstpn, 4507)"
1437,1,"ro nan phillpott (nan, lalor, 2177)"
1438,1,"jack crouch (arabana street, kirwan, 4226)"
1439,1,"toby hochstadter (macfarland crescent, macquarie park, 6154)"
1440,1,"edward goldsworthy (bon place, cape clear, 3175)"
1441,1,"benjamin novak (sherjwood, dapto, 6163)"
1442,1,"sarah campbell (wakefield avenue, nan, 3075)"
1443,1,"braiden goldsworpthy (matina street, tumbarumba, 2161)"
1444,1,"jasper nan (glasgow fptreet, broomd, 4066)"
1445,1,"grayson stanley (eaglemont retreat, punchbowl, 4108)"
1446,1,"oliver haggett (dartnell street, holden hill, 4858)"
1447,1,"stilring shepherd (burnage place, winstonh ills, 3183)"
1448,1,"gus nicolle (bennelong crescent, page, 805)"
1449,3,"ella james-palmer (dodwel lstreet, chatham, 6058) | ella james-palmer (dodwell street, chatham, 658) | ella james-palmer (dodwell street, chatham, 6058)"
1450,2,"reece lyden (cobar place, marulan, 2020) | reece lyden (cobar place, marulan, 2020)"
1451,4,"oliver vassiliotis (mortimer lewis drive, leongatha, 5022) | oliver vassiliotis (mortimer le wis drive, leongatha, 5022) | nan vassiliotis (mortimer lewis drive, leongatha, 5022) | oliver vassiliotis (mortimer lewis drive, leongatqha, 5022)"
1452,1,"olivia lanyon (fairweather circuit, kincumber, 2259)"
1453,1,"renee white (bock place, redbank qplains, 2137)"
1454,2,"finn weller (leahy close, croydon north, 7019) | finn weller (leahy close, croydon north, 4019)"
1455,1,"ella eyles (rooth place, yeronga, 3730)"
1456,2,"charlotte shelley (cromwell cjircuit, noble park, 2026) | charlotte shelley (cromwell circuit, noble park, 2026)"
1457,1,"julia polmear (schlich street, lower templestowe, 6285)"
1458,2,"ashleigh haverifeld (kinsella street, coonamble, 5008) | ashleigh haverfield (kinsella street, coonamble, 5008)"
1459,2,"reeve coulson (macedon crescent, springwood, 5125) | reeve kotze (macedon crescent, springwood, 5125)"
1460,2,"todd jolly (burkitt street, ermington, 4226) | todd jolly (burkitt street, bowral, 4226)"
1461,1,"joshua portlock (minnett close, nan, 5047)"
1462,1,"samuel springthorpe (lightfoot crescent, yarloop, 2251)"
1463,1,"harry beaty (grote place, south bunbury, 2750)"
1464,1,"blake baraiolo (ashley drive, werrington, 5341)"
1465,1,"lachlan vincent (mundang crescent, greenwith, 2232)"
1466,3,"sarah mchenry (bullockacircuit, batlow, 4564) | sarah mchenry (bullock circuit, batlow, 4564) | sarah mchenry (bullock circuit, batlow, 4564)"
1467,1,"talia olivrei (westleigh, ballina, 3311)"
1468,1,"sophie heron (milari s treet, ripley, 2006)"
1469,6,"alia dobrzycki (brittlebankucircuit, loganlea, 2790) | alia dobrzyvcki (brittlebank circuit, loganlea, 2790) | alia dobrzycki (brittlebank circuit, loganlea, 2790) | alia dobrzycki (brittlebankcircuit, loganlea, 2790) | alia dobrzycki (brittlebank circuit, loganlea, 2709) | alia dobrzycki (brittlebank circuit, logsnlea, 2790)"
1470,1,"brandon portlock (warrumbul street, young, 6225)"
1471,1,"isabelle brookhouse (kavel street, rivewrood, 6014)"
1472,1,"nicolas craswell (wilshirestreet, lemongrove, 2011)"
1473,1,"ethan van engelenhoven (albergastreet, padstow, 2448)"
1474,1,"jasper green (glasgow street, broome, 4066)"
1475,1,"ajay irons (wanliss street, moruya, 2085)"
1476,1,"liam roles (davice place, auburn, 3216)"
1477,2,"brayden spears (beattie crescent, mont albert, 2233) | brayden spears (beattie crescent, mont albert, 2233)"
1478,1,"anari berry (baracchi crescent, newmarket, 822)"
1479,1,"nan white (garrick street, bidwill, 5165)"
1480,1,"lillian noble (mcclellandavenue, cable becah, 4211)"
1481,1,"maliah de teliga (brumby's run, salisburu east, 3007)"
1482,1,"caitlin mason (oakey crek road, crows nest, 3036)"
1483,2,"alissa kerley (magrath lcrescent, mount rorens, 4701) | alissa kerley (magrath crescent, mount torrens, 4701)"
1484,2,"cassidy lock (gurrang avenue, callala bay, 4068) | lock cassidy (gurrang avenue, callala bay, 4076)"
1485,1,"alyssa dixob (willandra, edgecliff, 4101)"
1486,2,"tippins hacry (bussau c lose, klemzig, 4095) | harry tippins (bussauc lose, klemzig, 4005)"
1487,1,"nan miles (rowntree crescent, auburn, 2011)"
1488,1,"christina weller (wattle street, renown park, 6108)"
1489,3,"callum campbell (emery street, matraville, 7021) | callum dooey (emery street, matraville, 7021) | callum doody (emery street, matraville, 7021)"
1490,4,"nicholas lovel oce (collingridge street, ardeer, 2756) | nicholas lovelock (collingridge street, ardeer, 2756) | nicholas loveloxk (collingridge street, ardeer, 2756) | nichohlas lovelock (collingridge street, ardeer, 2756)"
1491,6,"emiily robson (bungonia street, dianella, 5066) | emiily robson (bungoniastreet, dianella, 5066) | emiily robson (bungonia svtreet, dianella, 5066) | emiily robson (bungonia street, dianella, 5066) | emiily robson (bungonia street, dianella, 5066) | emiily robszon (bungonia street, dianelmla, 5066)"
1492,3,"zar stanley (paul coe crescent, surry hills, 4132) | zara stanley (paul coe crescent, surry hills, 4132) | zarz stanley (paul coe crescent, surry hills, 4132)"
1493,1,"nicholas lovelock (collingri dge street, chester hill, 2756)"
1494,2,"xavier willng (blackbutt street, raceview, 2506) | xavier willing (blackbutt street, raceview, 2506)"
1495,1,"charlie ban (pavonia street, hoppers crossing, 2450)"
1496,1,"madison oh (mccabe crescent, bellevue hill, 2758)"
1497,3,"cambell de la cruz (wirraway crescent, balaklvaa, 2111) | cambell de la cruz (wirraway crescent, balaklava, 2111) | de la cruz cambell (wirrawayc rescent, balaklava, 2111)"
1498,1,"april sitepa (morrissey street, newcastle, 3195)"
1499,1,"benjamin camens (harrison dstreet, lindfiteld, 4505)"
1500,1,"reece garett (maclagan atreet, carlingford, 870)"
1501,3,"shepherd jaxk (callister crescent, lindfield, 5037) | jack shepherd (callister crescent, lindfield, 5037) | jack shepherd (callister crescent, lindfield, 5037)"
1502,1,"dean verner (sully place, oakey, 6271)"
1503,1,"ronan anthomy (oldlakce hotel, chittering, 2148)"
1504,2,"kz kiczurczsk (paul coe crescent, wokalp, 6112) | ka kiczurczak (paul coe crescent, wokalup, 6112)"
1505,1,"coby fleet (heagney ctescent, cremor ne, 3078)"
1506,3,"jordan gold (sharwood crescent, belmont, 2155) | jordan gold (sharwood crescent, belmont, 2155) | jordan goled (sharwood crescent, belmont, 2155)"
1507,1,"karissa creten (noarlunga crescent, moranbah, 2525)"
1508,1,"james fitzpatrick (clement place, ngunnawal, 4218)"
1509,1,"jessica rezaee (jim pike avenue, cabramatta, 2046)"
1510,1,"alexander jaffres (summerland circuit, northgate, 2224)"
1511,3,"lucy spargo (smalley circuit, woree, 4511) | lucy spargo (smalley circuit, woree, 4511) | lucy sprago (smalley circuit, woree, 4511)"
1512,3,"nan morrison (parnell place, davistown, 2580) | nan morrison (parnell place, davistown, 2580) | nan morrion (parnell place, davistown, 2580)"
1513,1,"daniel pascoe (meacham place, mulwala, 3088)"
1514,1,"chloe palachicky (beirne street, lake grace, 2850)"
1515,1,"neney croker (castleton crescent, como, 4214)"
1516,2,"amy ryan (dallas place, surfers paradise, 2570) | amy ryan (dallas place, surfers apradise, 2750)"
1517,1,"vianca marceau (kirkton street, hamilton, 6168)"
1518,1,"nan bartdel (garrad court, broken hill, 2449)"
1519,1,"bradley broadsby (companioncrsecent, ballarat, 4178)"
1520,3,"lydia blake (elimatta street, cunnamulla, 5082) | lydia blake (elimatta street, cunnamlula, 5082) | lydia blake (elimatta street, cunnamulla, 5082)"
1521,2,"mitchell quilliam (bromell circuit, pingelly, 2040) | mitchell quilliam (bromell circuit, pingelly, 2040)"
1522,1,"jacq mcgurk (marrawah street, frenchsjforest, 3462)"
1523,1,"nicolet needhma (kooringal, coochiemuldo island, 4670)"
1524,5,"olivia blacwkell (barton h ighway, artarmon, 2229) | blackwell olivia (barton highway, artramon, 2229) | olivia blackwell (barton highway, artarmon, 2292) | oliiva blackwell (barton highway, artarmon, 2229) | olivia blackwell (barton highway, artarmon, 2229)"
1525,1,"jessica baillie (custance street, tweedheads, 4184)"
1526,1,"james waterlow (brigalow street, corio, 3167)"
1527,1,"giaan blackwell (kleinig street, wongarra, 2250)"
1528,2,"rafanelli cassandra (gundara street, st allans, 3020) | cassandra rafanelli (gundara street, st labans, 3020)"
1529,2,"kaitlin donaldson (praed place, oakleigh east, 2121) | kaitlin donaldson (praed place, oakleigh east, 2121)"
1530,1,"alice rundle (blackwell circuit, arundel, 2795)"
1531,1,"aaliyah huddy (currong street, claytzn, 2232)"
1532,1,"lauren mcneill (mileham street, anglesea, 4300)"
1533,1,"amy maie r (amagulacavenue, brisb ane, 3189)"
1534,1,"laura wynne (sherbrooke street, kellerberrin, 5043)"
1535,1,"melinea sherin (conley d rive, macmasters beach, 3226)"
1536,1,"mitchell richmaond (fidge steret, wilson, 6148)"
1537,1,"matthbew donaldson (manity court, charmahven, 3101)"
1538,1,"brodee zimmermann (de little circuit, stanmore, 3070)"
1539,1,"alexandra grosser (woolner circuit, toowoomba, 2453)"
1540,1,"adam christo (cooney court, box hill south, 2480)"
1541,1,"finn nan (mather street, telegraph point, 5700)"
1542,1,"thomas ljubisic (marshall street, barcaldine, 2144)"
1543,5,"hayden covino (deamer crescent, north ryde, 2750) | hayden covino (deamer crescent, north tyde, 2750) | hayden covio (deamer crescent, north ryde, 2750) | hayd en covino (deamer crescent, north rude, 2750) | hayden covino (deamer crescent, north ryde, 2750)"
1544,1,"nan labljack (henry tsreet, drysdale, 2520)"
1545,1,"chelsea matthews (bromley street, willetton, 2770)"
1546,1,"lucy green (coobina place, hay, 4740)"
1547,1,"brianna white (nan, tumbarumba, 4879)"
1548,2,"anthony molland (wakelin circuit, boulder, 3956) | anthony mollnad (wakelin circuit, boulder, 3956)"
1549,1,"georgia reid (lipman street, semaphore park, 6280)"
1550,4,"bre reid (gooromon ponds road, rocky point, 6155) | bree reid (gooromon po nds road, rockb point, 6155) | bree reid (gooromon ponds road, rocky point, 6155) | reid bree (gooromon poeds road, rocky point, 6155)"
1551,1,"evan meale (kambalda crescent, dandenong north, 6169)"
1552,5,"ned george (colborne place, maryborough, 2251) | ned george (colborne place, maryborough, 2222) | ned george (colborne place, maryborough, 2221) | ned george (colborne place, marygorough, 2226) | ned geore (colborne place, maryborough, 2221)"
1553,2,"timothy britten (clarkson street, ulladulla, 7320) | timothy britten (clarkson street, ulladulla, 7320)"
1554,1,"holly zilm (erldunda circuit, forbes, 3102)"
1555,1,"mackenzie patefson (grovelandcrescent, mosman, 6350)"
1556,1,"emma louca (pinecroft, berwick, 3377)"
1557,1,"benjamin van hees (glossop crescent, cowra, 5096)"
1558,1,"todd jolly (burkitt street, thirroul, 4226)"
1559,2,"lukas hannagan (mundawari circuit, kaleen, 2632) | lukas hannagan (mundawari circuit, kaleen, 2632)"
1560,1,"chelsie white (bimbiang crescent, midvale, 2646)"
1561,2,"abby grubb (cockcroft avenue, warren, 7008) | abby grbg (cockcrobt avenue, warren, 7008)"
1562,1,"ellen matthews (mccawley street, seven hills, 2370)"
1563,1,"michaela gabbert (nan, rochedal e south, 4113)"
1564,2,"tara dixon (goldstein crescent, fairlight, 2428) | tara dixon (goldstein crescent, figtree, 2428)"
1565,1,"amaya grosser (herschell ircuit, denhams beach, 3083)"
1566,1,"mia stephenson (nivisonp lace, knoxfield, 3137)"
1567,2,"jack banc (throssell street, pymble, 2570) | jacl ban (throsselo street, pymble, 2570)"
1568,1,"catherine graue (nan, brookfield, 2207)"
1569,1,"nan stan field (nimbin street, arundek, 3034)"
1570,1,"zachary hude (hallstrom circuit, kogagh, 2016)"
1571,1,"jack stanley (heard street, nan, 5344)"
1572,2,"matthew leong (kavel street, minchinbury, 6153) | matthew leong (kavel sptreet, minchizbury, 6153)"
1573,5,"teaha binns (castley circuit, rokeb, 3861) | teaha binns (castley circuit, rokeby, 3816) | teaha binns (castley circuit, rokeby, 3816) | teaha binns (castleyzcircuit, rokeyb, 3816) | teaha binns (castley circuit, rokeby, 3816)"
1574,1,"lara wilkins (fellows street, campsie, 3173)"
1575,4,"jett colegate (hampton circuit, st albans, 6011) | jett colegate (hampton ircuit, st albans, 6011) | jett colegate (hampto n circuit, st albans, 6011) | colegate jett (hampton circuit, st albans, 6011)"
1576,1,"lee zogopoulos (woronora street, coombabah, 6107)"
1577,1,"emiily britten (kitchener street, lake heights, 2463)"
1578,1,"mitchell nan (crozier ctircuit, spearwood, 2640)"
1579,1,"isabelle nan (yarralumla bay, lake gardens, 5097)"
1580,1,"eloise leaver (dexter street, east launceston, 3049)"
1581,2,"emiily zimmermann (redfern street, riverwood, 3350) | emiily zimmermann (redfern s treet, riverwood, 3350)"
1582,1,"caitlyn robson (hartung crescent, harcourt, 5008)"
1583,2,"jayden noble (chaseling street, sussex inlet, 2660) | jayden browne (chaseling street, sussex inlet, 2630)"
1584,1,"elki block (yanda street, mittagong, 2450)"
1585,1,"chawlie mccarthy (gudgenby close, caiens, 3450)"
1586,2,"tara rollins (bonwick place, surrey hills, 2810) | tara rolilns (bonwick place, surrey heills, 8210)"
1587,2,"dillon laverty (learmonth drive, geraldton, 7015) | dillon camp (learmonth drive, geraldton, 7015)"
1588,4,"lily hyland (durack street, wilroy, 2250) | lilzy hyland (durack street, wilroy, 2250) | lily hyland (durack steret, wilroy, 2250) | lily hylnad (durack street, wilroy, 2205)"
1589,2,"finn clarke (murranji street, primbee, 4101) | finn clarke (murranjis treet, primbee, 4101)"
1590,1,"heath morrison (corinna street, lilli pilli, 7316)"
1591,4,"bradshaw zarrna (carnegie c rescent, nan, 6147) | zarran bradshaw (carnegie crescent, nan, 6147) | zarran bradshaw (carnegie crescent, nan, 6147) | zarran bradshaw (carnegie c rescent, nan, 6174)"
1592,1,"lauren nguyen (arden place, glenview, 3128)"
1593,1,"katelyn rees (malindi place, avalon, 3015)"
1594,1,"macey mcclarty (kumm place, albany creek, 3163)"
1595,2,"sonja wilkins (alfred hill drive, hope valley, 2760) | jake wilkins (alfred hill drive, hope valley, 2760)"
1596,1,"oliver blake (nan, kingston, 2289)"
1597,1,"joe hammer (wynn place, burnett heads, 2200)"
1598,3,"benjamin camens (harriso n street, lindfield, 4505) | benjamin cames (harrison street, lindfield, 4505) | benjamin camens (harrison street, lindfield, 4505)"
1599,2,"kelsey nguyen (champion place, boronia heights, 2036) | kelsey nguyen (champion place, boronia heights, 2036)"
1600,2,"nicola coleman (nan, caves beach, 5453) | nicola coleman (nan, caves beach, 5435)"
1601,1,"ajay irons (tarwynpjrk, moruyz, 7248)"
1602,3,"megan purdon (lyndon street, minchinbury, 2256) | megan purdon (lyndon street, minchinbupry, 2256) | megan purdin (lyndon street, minchinbury, 2225)"
1603,1,"joanna doolxey (summerville crescent, bethania, 2220)"
1604,1,"alex gibb (burdekin avenue, deniliquin, 2046)"
1605,1,"samuel lazaroff (tanner place, vermont, 3104)"
1606,1,"jake grodser (lexcen avenue, bomaderry, 2116)"
1607,3,"james sebregts (holden crescent, ngunnawal, 3300) | sebretgs james (holden ctescent, ngunanwal, 3303) | james sebregts (holden crescent, ngunnawal, 3340)"
1608,3,"kyra wilde (groom street, young, 3595) | kyra wilde (groom street, young, 3859) | wilde kyra (groom street, young, 3859)"
1609,1,"teaha alderson (west place, marsden, 2092)"
1610,1,"emiily nicely (burkitts treet, banks, 3350)"
1611,1,"jarod shepherd (williamson street, burwood east, 4562)"
1612,1,"abby wotton (shara place, lalor, 5290)"
1613,1,"finley leane (mewton place, konongwootong, 2017)"
1614,1,"zachry owerok (bendigo bstreet, maclean, 2765)"
1615,1,"jack harrington (jansz crescent, williamstown, 3814)"
1616,1,"keahley eveston (groom street, corowa, 2250)"
1617,1,"daniel riding (antill street, dimboola, 6010)"
1618,1,"jacob priest (wagga street, largs north, 4165)"
1619,1,"jasmyn seehusn (alfred hill drive, elwood, 3496)"
1620,3,"charlotte dixno (ferber place, geelon west, 4810) | charlotte dixon (ferber place, geelong west, 4810) | charlotte dixon (ferber puace, geelong west, 4810)"
1621,1,"patrick laing (fowles street, nan, 4221)"
1622,1,"nan cambpell (nan, wantirna, 6051)"
1623,1,"georgia melin (anstey street, bomaderry, 4703)"
1624,2,"blake goldsworthy (wambool street, north ryde, 2360) | blakd goldsworthy (wambool street, north ryde, 2360)"
1625,3,"luke marshman (sangster place, albion park, 4220) | luke nan (sangster place, albion park, 4220) | luke marshman (sangster place, albion park, 4220)"
1626,1,"zach steane (fitzhardinge crescent, kalamunda, 6061)"
1627,2,"naomi millar (southern cross drive, st agnes, 5172) | naomi millar (southern cross drive, st agnes, 5172)"
1628,2,"oliver clarke (macumba place, sunshine, 3150) | olivr clarke (macumba place, sunshine, 3150)"
1629,3,"mitchrll richmond (fidge street, blair athol, 6148) | mitchell richmond (fidge street, blair athol, 6148) | mithcell richmond (fidge stfeet, blair athol, 6148)"
1630,1,"nan colean (backhouse street, quorn, 3174)"
1631,1,"lily mizon (bissenberg er crescent, melvlile, 2250)"
1632,2,"jaiden bloomfield (hopkins street, gorokan, 2576) | bloomfield jaiden (hopkins street, gorokan, 2576)"
1633,1,"sarsha koopman (currie crescent, waterloo, 2745)"
1634,3,"olivia dixn (twamley crescent, bundaberg north, 2170) | olivia dixon (twamley crescent, bundaberg north, 2170) | dixon olivia (twamley crescent, bundaberg north, 2170)"
1635,1,"hugo clarke (couchmancrescent, murray bridge, 5043)"
1636,1,"amber green (sticht place, vincent, 7030)"
1637,1,"etha ferris (gledden street, tatura, 4570)"
1638,1,"sophie nikolec (fossey street, toowoomba, 6050)"
1639,1,"alexander hamon (rowntree crescent, auburn, 2011)"
1640,2,"tiarna reid (dines place, athelstone, 2250) | tiarna reis (dines place, athelstone, 2250)"
1641,5,"bryce rees (meldrum street, arana hills, 3128) | bryce nan (meldrum street, arana hills, 3128) | nan rees (meldrum street, arana hills, 3128) | bryce rees (meldrumstreet, arana hills, 3128) | rees bryce (meldrum street, arana hulls, 3182)"
1642,1,"talan slape (roebuck street, annandale, 5046)"
1643,1,"tess baugh (waterhouse street, gorokan, 5029)"
1644,1,"danilele morrison (wattle street, bibra lake, 4701)"
1645,1,"yasmin white (hallen close, west perth, 2756)"
1646,1,"georgia edson (rosman c cruit, parkdale, 4650)"
1647,1,"jack cambpell (pudne street, oaklegih, 3356)"
1648,2,"michael paschalidis (de little circuit, osborne park, 2380) | michael paschaildis (de little circuit, osborne park, 2380)"
1649,3,"chloe webb (hannan crescent, manneri ng park, 2257) | chloe webb (hannan crescent, mannering park, 2257) | chloc webb (hannan crescent, mannering park, 2527)"
1650,3,"hassall jacob (carlile street, yabba north, 3623) | jacob hassall (carlile street, yabba north, 3623) | jacob hassall (carlile street, yabba north, 3623)"
1651,2,"rebekah ryan (barraclough crescent, craigie, 2575) | matthew ryan (barraclough crescent, craigie, 2575)"
1652,1,"kaitlin finlay (campbell street, belmont, 3034)"
1653,1,"jaykob clarke (kimberley, dalby, 2107)"
1654,1,"samuel webb (garrett place, rothwell, 812)"
1655,1,"kaitlin dixn (spylawf arm, morwell, 2617)"
1656,1,"lara wakerell (see place, pottsville, 4017)"
1657,1,"isaac mcvilly (sherwin place, ringwood, 3105)"
